"","gene_id","gene_name","gene_type","chr","X1kb_up_tss_start","strand","number_of_dbp","tpm_homo_sapiens_hepg2","tpm_homo_sapiens_membrane_fraction","tpm_homo_sapiens_insoluble_cytoplasmic_fraction","tpm_homo_sapiens_cytosolic_fraction","tpm_homo_sapiens_nuclear_fraction"
"16872","ENSG00000197779.13","ZNF81","protein_coding","chrX",47835902,"+",150,1.9792435,1.570053,1.967618,1.560994,3.631886
"16873","ENSG00000197780.10","TAF13","protein_coding","chr1",109075004,"-",246,21.2250945,9.0411465,49.1493835,0.4686085,6.1849855
"16874","ENSG00000197782.14","ZNF780A","protein_coding","chr19",40089939,"-",0,12.6356085,2.623095,17.546844,0.3101315,19.64622
"16875","ENSG00000197785.14","ATAD3A","protein_coding","chr1",1511162,"+",307,25.369114,16.5609155,24.6932525,2.1225905,14.062026
"16876","ENSG00000197786.3","OR5B17","protein_coding","chr11",58358070,"-",0,0,0,0,0,0
"16877","ENSG00000197790.1","OR52M1","protein_coding","chr11",4544191,"+",0,0,0,0,0,0
"16878","ENSG00000197798.9","FAM118B","protein_coding","chr11",126210724,"+",290,10.6247695,2.5032445,19.5363145,0.2323435,7.3477355
"16879","ENSG00000197808.12","ZNF461","protein_coding","chr19",36665854,"-",281,2.010097,1.234215,2.8680645,0.173651,4.1333855
"16880","ENSG00000197813.6","AC011450.1","lncRNA","chr19",49339304,"-",140,0.1182985,0.151289,0.1933945,0.0725915,0.08805
"16881","ENSG00000197815.4","AC122129.1","lncRNA","chr17",17857227,"+",9,1.657259,0.615393,0.416131,0.1455505,3.2378605
"16882","ENSG00000197816.14","CCDC180","protein_coding","chr9",97306304,"+",6,1.0746175,0.610054,0.303981,0.3893555,1.939254
"16883","ENSG00000197818.11","SLC9A8","protein_coding","chr20",49811713,"+",314,3.8999205,0.9452785,1.60057,0.132602,6.94891
"16884","ENSG00000197822.11","OCLN","protein_coding","chr5",69491292,"+",0,9.2925405,1.583622,11.5680145,0.1395985,9.940806
"16885","ENSG00000197826.11","CFAP299","protein_coding","chr4",80334720,"+",165,0.333659,0.107791,0.060657,0.014879,0.773743
"16886","ENSG00000197837.3","HIST4H4","protein_coding","chr12",14770132,"-",345,90.009972,46.4027155,196.517538,26.390581,50.8687945
"16887","ENSG00000197838.5","CYP2A13","protein_coding","chr19",41087451,"+",1,0,0,0,0,0
"16888","ENSG00000197841.15","ZNF181","protein_coding","chr19",34733155,"+",326,8.259621,2.229104,17.928339,0.1946325,5.8917625
"16889","ENSG00000197849.6","OR8G1","protein_coding","chr11",124240095,"+",0,0.0269445,0.003284,0.0050685,0.0012115,0.142913
"16890","ENSG00000197852.12","INKA2","protein_coding","chr1",111754825,"-",322,3.512061,1.394917,3.398395,0.165474,5.207349
"16891","ENSG00000197857.13","ZNF44","protein_coding","chr19",12293888,"-",268,9.6080745,2.199813,11.636478,0.229019,12.626607
"16892","ENSG00000197858.11","GPAA1","protein_coding","chr8",144081590,"+",280,17.1697545,23.784476,10.661653,3.6156025,17.305997
"16893","ENSG00000197859.10","ADAMTSL2","protein_coding","chr9",133531164,"+",100,1.812325,0.4855275,0.75772,0.0961845,1.953728
"16894","ENSG00000197860.10","SGTB","protein_coding","chr5",65722036,"-",271,6.539583,1.9695485,10.156363,0.121256,4.6280055
"16895","ENSG00000197863.9","ZNF790","protein_coding","chr19",36849788,"-",237,3.3710835,0.697463,4.821915,0.044985,2.8224395
"16896","ENSG00000197870.12","PRB3","protein_coding","chr12",11268806,"-",0,0.0145825,0.0054785,0.0251285,0,0.037094
"16897","ENSG00000197872.11","FAM49A","protein_coding","chr2",16665332,"-",23,0.0140985,0.0050305,0,0,0.0124185
"16898","ENSG00000197879.17","MYO1C","protein_coding","chr17",1491687,"-",212,10.5291285,5.129157,15.2866015,0.4114365,6.9259025
"16899","ENSG00000197880.8","MDS2","lncRNA","chr1",23580495,"+",24,0.40903,0.2361715,0.1894025,0.0831345,0.821241
"16900","ENSG00000197885.10","NKIRAS1","protein_coding","chr3",23945592,"-",330,4.8962895,1.690475,8.493194,0.3576585,4.8006515
"16901","ENSG00000197887.4","OR1S2","protein_coding","chr11",58203182,"-",0,0,0,0,0,0.022676
"16902","ENSG00000197888.2","UGT2B17","protein_coding","chr4",68567528,"-",0,0.0041545,0.0059535,0,0,0.0203545
"16903","ENSG00000197889.10","MEIG1","protein_coding","chr10",14958388,"+",271,0.3664695,0.1448245,0.4092195,0.017815,0.7987305
"16904","ENSG00000197891.12","SLC22A12","protein_coding","chr11",64589641,"+",48,0,0,0,0,0
"16905","ENSG00000197892.13","KIF13B","protein_coding","chr8",29262125,"-",239,9.7128685,1.3998375,14.9878835,0.190958,11.720058
"16906","ENSG00000197893.13","NRAP","protein_coding","chr10",113663128,"-",0,0.002065,0.0009985,0,0,0.0028565
"16907","ENSG00000197894.11","ADH5","protein_coding","chr4",99087802,"-",327,256.249148,44.8234995,603.233631,6.1044285,108.268794
"16908","ENSG00000197901.11","SLC22A6","protein_coding","chr11",62983984,"-",6,0,0,0,0,0
"16909","ENSG00000197903.7","HIST1H2BK","protein_coding","chr6",27145799,"-",147,32.887194,12.54609,82.098301,5.834646,10.3761295
"16910","ENSG00000197905.9","TEAD4","protein_coding","chr12",2958330,"+",282,19.6812025,17.6400445,31.460615,3.0706565,10.592824
"16911","ENSG00000197912.15","SPG7","protein_coding","chr16",89489719,"+",276,54.928873,18.060288,41.371957,4.588009,70.034947
"16912","ENSG00000197915.6","HRNR","protein_coding","chr1",152223194,"-",0,0.0289025,0.002297,0.042076,0.000642,0.0604315
"16913","ENSG00000197919.6","IFNA1","protein_coding","chr9",21439439,"+",0,0,0,0,0,0
"16914","ENSG00000197921.6","HES5","protein_coding","chr1",2529264,"-",0,0.0084965,0.0252795,0,0.0036105,0.052582
"16915","ENSG00000197928.10","ZNF677","protein_coding","chr19",53253899,"-",2,1.4589595,0.438204,0.4387805,0.079821,3.3916775
"16916","ENSG00000197930.13","ERO1A","protein_coding","chr14",52694901,"-",274,51.7781025,12.919105,42.97175,0.9727,42.2219365
"16917","ENSG00000197933.13","ZNF823","protein_coding","chr19",11738010,"-",268,5.147775,2.1295605,11.389119,0.622189,2.5692345
"16918","ENSG00000197934.8","CYYR1-AS1","lncRNA","chr21",26392635,"+",0,0.388485,0.0353735,0.129698,0.0003015,1.4333355
"16919","ENSG00000197935.6","ZNF311","protein_coding","chr6",29004317,"-",0,0.0041155,0,0,0,0.0107585
"16920","ENSG00000197937.12","ZNF347","protein_coding","chr19",53158076,"-",87,5.4449155,2.3080975,4.759529,1.27401,10.7032795
"16921","ENSG00000197938.5","OR5H2","protein_coding","chr3",98281888,"+",0,0,0,0,0,0
"16922","ENSG00000197943.10","PLCG2","protein_coding","chr16",81738097,"+",161,0.0121955,0.016872,0.016002,0.0022615,0.051213
"16923","ENSG00000197948.11","FCHSD1","protein_coding","chr5",141650419,"-",160,4.205872,0.473667,2.3753065,0.186679,7.3747655
"16924","ENSG00000197951.9","ZNF71","protein_coding","chr19",56594264,"+",199,2.0497595,2.0503195,3.7048685,0.187947,1.9525015
"16925","ENSG00000197953.6","AADACL2","protein_coding","chr3",151732916,"+",0,0.0158295,0,0,0,0.068395
"16926","ENSG00000197956.10","S100A6","protein_coding","chr1",153535245,"-",50,64.8575195,37.5128185,100.1985605,11.0117035,23.388287
"16927","ENSG00000197958.13","RPL12","protein_coding","chr9",127450407,"-",327,601.6047405,1159.5429555,990.765577,246.8430805,158.4231935
"16928","ENSG00000197959.14","DNM3","protein_coding","chr1",171840498,"+",7,0.105471,0.0036085,0.0957645,0,0.366455
"16929","ENSG00000197961.11","ZNF121","protein_coding","chr19",9583534,"-",285,26.3592,8.6196325,50.8161285,1.589696,17.5676175
"16930","ENSG00000197965.12","MPZL1","protein_coding","chr1",167720192,"+",262,41.482286,15.946775,41.042422,2.2162225,35.723208
"16931","ENSG00000197969.14","VPS13A","protein_coding","chr9",77176445,"+",319,14.2690465,2.5625825,15.7329985,0.306325,38.5474
"16932","ENSG00000197971.15","MBP","protein_coding","chr18",77132684,"-",222,2.66572,0.6793035,3.614052,0.1197585,4.640252
"16933","ENSG00000197976.12","AKAP17A","protein_coding","chrX",1590604,"+",0,12.938992,4.029792,11.992901,0.6334535,9.4543895
"16934","ENSG00000197977.4","ELOVL2","protein_coding","chr6",11043306,"-",294,38.0103275,19.6978165,49.576821,0.940173,24.123397
"16935","ENSG00000197978.9","GOLGA6L9","protein_coding","chr15",82429018,"+",0,1.1592205,0.3405965,0.788913,0.0259785,2.2811205
"16936","ENSG00000197980.13","LEKR1","protein_coding","chr3",156824481,"+",224,0.5442365,0.282936,0.8443835,0.0276525,1.811699
"16937","ENSG00000197982.14","C1orf122","protein_coding","chr1",37805979,"+",289,28.88748,26.1505585,40.346609,5.5110835,13.0451185
"16938","ENSG00000197989.14","SNHG12","lncRNA","chr1",28582133,"-",325,23.632467,10.712755,9.098889,5.0304605,42.6736535
"16939","ENSG00000197991.11","AL592490.1","protein_coding","chr13",61426850,"-",0,0,0,0,0,0
"16940","ENSG00000197992.7","CLEC9A","protein_coding","chr12",10029678,"+",0,0,0,0,0,0
"16941","ENSG00000197993.9","KEL","protein_coding","chr7",142961364,"-",0,0.033189,0.037483,0.0175595,0.0027835,0.0757585
"16942","ENSG00000198000.12","NOL8","protein_coding","chr9",92324637,"-",301,16.532565,3.8223365,19.4200985,1.194133,21.093844
"16943","ENSG00000198001.13","IRAK4","protein_coding","chr12",43757944,"+",266,4.574471,1.8703915,6.2301585,0.1919015,5.2716715
"16944","ENSG00000198003.12","CCDC151","protein_coding","chr19",11434783,"-",289,0.1540605,0.102944,0.093634,0.0049785,0.236317
"16945","ENSG00000198010.12","DLGAP2","protein_coding","chr8",736596,"+",0,0.007981,0,0,0,0
"16946","ENSG00000198015.13","MRPL42","protein_coding","chr12",93466488,"+",249,70.369691,29.2869915,159.9989135,2.9742165,27.8510825
"16947","ENSG00000198018.7","ENTPD7","protein_coding","chr10",99658509,"+",270,10.830198,3.044382,15.790991,0.12373,11.4058375
"16948","ENSG00000198019.13","FCGR1B","protein_coding","chr1",121086345,"+",0,0.0034915,0,0.03836,0.0007215,0.012283
"16949","ENSG00000198021.7","SPANXA1","protein_coding","chrX",141584012,"-",0,0,0,0,0,0
"16950","ENSG00000198026.8","ZNF335","protein_coding","chr20",45971204,"-",371,6.3117675,2.3734575,3.7826575,0.388888,8.4316195
"16951","ENSG00000198028.4","ZNF560","protein_coding","chr19",9497617,"-",3,0.0045515,0,0.0444655,0,0.0056385
"16952","ENSG00000198033.12","TUBA3C","protein_coding","chr13",19180825,"-",2,0,0,0,0,0
"16953","ENSG00000198034.11","RPS4X","protein_coding","chrX",72276249,"-",269,343.3942095,518.3181725,639.2688685,60.669717,98.672946
"16954","ENSG00000198039.11","ZNF273","protein_coding","chr7",64869172,"+",0,5.023142,1.5721405,7.198372,0.254908,5.416887
"16955","ENSG00000198040.10","ZNF84","protein_coding","chr12",133036292,"+",346,10.0792955,3.013033,11.9583435,0.645459,12.2279315
"16956","ENSG00000198042.11","MAK16","protein_coding","chr8",33484182,"+",325,19.6655855,6.5971695,35.7923915,0.451718,12.411204
"16957","ENSG00000198046.12","ZNF667","protein_coding","chr19",56477066,"-",5,0.432481,0.1079905,0.1197245,0.017918,0.930189
"16958","ENSG00000198049.7","AVPR1B","protein_coding","chr1",206116700,"-",37,0.046381,0.005614,0,0.000438,0.1644715
"16959","ENSG00000198053.11","SIRPA","protein_coding","chr20",1893167,"+",152,7.3403995,7.1805845,8.583802,0.4699605,6.5749315
"16960","ENSG00000198054.12","DSCR8","lncRNA","chr21",38120451,"+",0,0,0,0,0,0.251245
"16961","ENSG00000198055.11","GRK6","protein_coding","chr5",177402204,"+",164,10.571302,17.1797985,11.905775,2.0641385,7.223201
"16962","ENSG00000198056.15","PRIM1","protein_coding","chr12",56751375,"-",269,21.9540155,4.7781595,45.710701,0.59874,13.412562
"16963","ENSG00000198060.10","MARCH5","protein_coding","chr10",92290167,"+",348,11.0997115,3.1220635,23.445534,0.2450265,10.3786285
"16964","ENSG00000198062.15","POTEH","protein_coding","chr22",15689026,"+",14,0.032956,0,0.040338,0.0071145,0
"16965","ENSG00000198064.13","NPIPB13","protein_coding","chr16",30253511,"-",0,1.1072255,0.4422145,2.2806805,0.0412325,4.8106675
"16966","ENSG00000198074.10","AKR1B10","protein_coding","chr7",134526567,"+",110,50.172458,7.654225,101.429702,0.9653015,17.3818115
"16967","ENSG00000198075.10","SULT1C4","protein_coding","chr2",108376911,"+",136,1.031157,0.260446,1.7134515,0.054785,1.3057915
"16968","ENSG00000198077.10","CYP2A7","protein_coding","chr19",40881753,"-",0,0.022054,0,0,0,0.030476
"16969","ENSG00000198081.11","ZBTB14","protein_coding","chr18",5296054,"-",244,9.2816125,3.5978035,13.380477,0.2190635,7.2630215
"16970","ENSG00000198083.9","KRTAP9-9","protein_coding","chr17",41254384,"+",0,0,0,0,0,0
"16971","ENSG00000198087.7","CD2AP","protein_coding","chr6",47476789,"+",329,24.5238375,4.975117,39.6091365,0.8833755,29.8460515
"16972","ENSG00000198088.10","NUP62CL","protein_coding","chrX",107205434,"-",115,2.4969105,0.3410965,3.3501175,0.223261,5.8463055
"16973","ENSG00000198089.16","SFI1","protein_coding","chr22",31487688,"+",230,22.1115965,8.366698,6.150764,2.598273,45.2298335
"16974","ENSG00000198090.3","KRTAP4-6","protein_coding","chr17",41139488,"-",11,0,0,0,0,0.02982
"16975","ENSG00000198092.6","TMPRSS11F","protein_coding","chr4",68128870,"-",0,0,0.002556,0,0,0
"16976","ENSG00000198093.11","ZNF649","protein_coding","chr19",51904041,"-",224,6.0330155,1.423856,7.719175,0.110477,7.4044595
"16977","ENSG00000198099.8","ADH4","protein_coding","chr4",99156793,"-",189,17.0845605,3.9772935,36.0081745,0.3797225,11.3711125
"16978","ENSG00000198104.3","OR2T6","protein_coding","chr1",248374746,"+",0,0.0068815,0,0,0,0.0120295
"16979","ENSG00000198105.14","ZNF248","protein_coding","chr10",37857107,"-",320,6.0695185,3.657708,8.22379,1.323305,12.5848955
"16980","ENSG00000198106.8","AC025279.1","lncRNA","chr16",29290220,"+",117,0.5680145,0.288241,0.335019,0.0446595,1.3718865
"16981","ENSG00000198108.4","CHSY3","protein_coding","chr5",129903465,"+",166,2.355559,0.291815,1.5773855,0.014824,4.532917
"16982","ENSG00000198113.3","TOR4A","protein_coding","chr9",137276726,"+",326,10.168833,3.880887,8.3927375,0.374068,7.4360805
"16983","ENSG00000198121.13","LPAR1","protein_coding","chr9",111037459,"-",76,0,0,0,0.00299,0.0335985
"16984","ENSG00000198125.13","MB","protein_coding","chr22",35636952,"-",9,0.014293,0.0241295,0.062877,0.005486,0.0291845
"16985","ENSG00000198128.4","OR2L3","protein_coding","chr1",248045836,"+",0,0.0074415,0.002818,0,0,0.097981
"16986","ENSG00000198129.3","DEFB107B","protein_coding","chr8",7494911,"+",0,0,0,0,0,0
"16987","ENSG00000198130.16","HIBCH","protein_coding","chr2",190343194,"-",311,33.361535,4.1985605,50.042544,0.5813495,55.5245425
"16988","ENSG00000198131.14","ZNF544","protein_coding","chr19",58227594,"+",255,13.5417785,8.131869,12.270195,1.3060755,18.3384635
"16989","ENSG00000198133.8","TMEM229B","protein_coding","chr14",67532740,"-",215,0.5706145,0.2284675,0.669358,0.0285795,0.3335015
"16990","ENSG00000198142.5","SOWAHC","protein_coding","chr2",109613364,"+",359,17.2315145,8.5480755,26.6052005,0.287818,8.566633
"16991","ENSG00000198146.4","ZNF770","protein_coding","chr15",34987288,"-",346,20.346136,7.786529,59.3682165,0.210428,14.591869
"16992","ENSG00000198156.10","NPIPB6","protein_coding","chr16",28362509,"-",0,0.0866285,0,0.0590205,0,0.206917
"16993","ENSG00000198157.11","HMGN5","protein_coding","chrX",81200914,"-",59,0.2738815,0.047759,0.198411,0.0055295,0.5493145
"16994","ENSG00000198160.14","MIER1","protein_coding","chr1",66923895,"+",258,17.186695,5.743167,30.985963,1.61984,20.211132
"16995","ENSG00000198162.12","MAN1A2","protein_coding","chr1",117366449,"+",296,11.5244875,6.610415,15.0299455,4.1651085,11.766834
"16996","ENSG00000198168.9","SVIP","protein_coding","chr11",22829300,"-",270,16.9707455,15.689102,23.572391,2.2472205,13.619791
"16997","ENSG00000198169.9","ZNF251","protein_coding","chr8",144755418,"-",0,6.8899335,2.4533175,6.992983,0.8867895,9.031076
"16998","ENSG00000198171.13","DDRGK1","protein_coding","chr20",3203686,"-",353,61.9472265,17.8309525,44.7719575,4.063259,39.892623
"16999","ENSG00000198173.4","FAM47C","protein_coding","chrX",37007397,"+",0,0,0,0,0,0
"17000","ENSG00000198176.13","TFDP1","protein_coding","chr13",113583721,"+",172,47.966212,80.051149,57.2995,11.655182,28.110118
"17001","ENSG00000198178.10","CLEC4C","protein_coding","chr12",7750606,"-",7,0.251174,0.051546,0.0312705,0.013369,0.3837785
"17002","ENSG00000198182.13","ZNF607","protein_coding","chr19",37718762,"-",240,4.1805625,1.5652665,7.437858,0.162244,2.9207495
"17003","ENSG00000198183.12","BPIFA1","protein_coding","chr20",33234995,"+",2,0,0,0,0,0
"17004","ENSG00000198185.11","ZNF334","protein_coding","chr20",46512560,"-",140,2.017624,0.421448,3.09631,0.035587,3.712608
"17005","ENSG00000198189.11","HSD17B11","protein_coding","chr4",87390189,"-",292,80.2193815,25.097612,87.996594,1.984754,53.9951835
"17006","ENSG00000198198.17","SZT2","protein_coding","chr1",43388882,"+",291,8.428751,1.795673,4.8999895,0.4346265,19.6731735
"17007","ENSG00000198203.10","SULT1C2","protein_coding","chr2",108287639,"+",158,3.0098065,0.6392195,6.2867255,0.1008065,2.434225
"17008","ENSG00000198205.6","ZXDA","protein_coding","chrX",57909821,"-",0,0,0,0.007301,0,0
"17009","ENSG00000198208.11","RPS6KL1","protein_coding","chr14",74922397,"-",194,4.7179815,2.1765425,3.351544,0.2682495,5.9691765
"17010","ENSG00000198211.8","AC092143.1","protein_coding","chr16",89918165,"+",368,0.133687,0.0931885,0,0.020198,0
"17011","ENSG00000198216.12","CACNA1E","protein_coding","chr1",181316690,"+",2,0,0.0009325,0,0,0.001168
"17012","ENSG00000198218.11","QRICH1","protein_coding","chr3",49093364,"-",322,21.898027,11.6040845,23.179231,14.5877055,19.491484
"17013","ENSG00000198221.10","AFDN-DT","lncRNA","chr6",167825813,"-",307,3.008832,2.141206,2.130324,0.826669,2.7487865
"17014","ENSG00000198223.16","CSF2RA","protein_coding","chrX",1267800,"+",0,4.8017185,2.3121845,0.776474,0.432807,11.921414
"17015","ENSG00000198225.5","FKBP1C","protein_coding","chr6",63210446,"+",1,0.043496,0.03826,0.0476175,0.001351,0.030891
"17016","ENSG00000198231.13","DDX42","protein_coding","chr17",63772603,"+",345,40.6253005,11.643431,46.569459,2.1770885,61.235043
"17017","ENSG00000198242.14","RPL23A","protein_coding","chr17",28718985,"+",325,750.6993575,1023.8645435,1283.4839905,127.270645,225.457157
"17018","ENSG00000198246.9","SLC29A3","protein_coding","chr10",71318259,"+",260,4.127891,2.087502,3.683286,0.2889845,3.7662925
"17019","ENSG00000198252.12","STYX","protein_coding","chr14",52729166,"+",263,11.489246,6.3627315,20.5026185,0.4058695,7.954105
"17020","ENSG00000198258.10","UBL5","protein_coding","chr19",9826892,"+",261,160.6234585,66.756602,270.555851,11.0601555,59.2826665
"17021","ENSG00000198265.12","HELZ","protein_coding","chr17",67244990,"-",351,31.041516,10.389212,56.2096095,0.9188195,62.9732525
"17022","ENSG00000198270.13","TMEM116","protein_coding","chr12",112012186,"-",342,7.4867215,5.2759345,7.7746645,0.8087565,8.208277
"17023","ENSG00000198271.5","KRTAP4-5","protein_coding","chr17",41148826,"-",4,0,0,0,0,0
"17024","ENSG00000198276.16","UCKL1","protein_coding","chr20",63955417,"-",405,22.7585835,8.6109045,33.3649895,1.3060095,19.383311
"17025","ENSG00000198283.2","OR5B21","protein_coding","chr11",58507106,"-",1,0,0,0,0,0
"17026","ENSG00000198286.9","CARD11","protein_coding","chr7",3042946,"-",4,0.0041255,0,0.0043285,0,0
"17027","ENSG00000198298.13","ZNF485","protein_coding","chr10",43605419,"+",152,1.567367,0.9968175,2.6473145,0.1012595,2.4581035
"17028","ENSG00000198300.14","PEG3","protein_coding","chr19",56839729,"-",282,164.069866,39.032551,399.9660775,2.9666705,132.9000535
"17029","ENSG00000198301.12","SDAD1","protein_coding","chr4",75989963,"-",251,15.6144525,4.9495575,29.200411,0.425636,14.6719995
"17030","ENSG00000198315.11","ZKSCAN8","protein_coding","chr6",28140883,"+",351,8.560513,2.057087,19.266798,0.1641375,14.1650485
"17031","ENSG00000198324.13","PHETA1","protein_coding","chr12",111368122,"-",288,11.502077,10.2709265,10.445682,0.6739665,6.1040395
"17032","ENSG00000198326.9","TMEM239","protein_coding","chr20",2815302,"+",35,0.141453,0.0435155,0.0400055,0.0101355,0.3431745
"17033","ENSG00000198331.10","HYLS1","protein_coding","chr11",125882614,"+",0,2.0049665,0.663998,3.9228845,0.0835275,1.626547
"17034","ENSG00000198336.9","MYL4","protein_coding","chr17",47199446,"+",0,0.0246585,0.013694,0.042829,0,0
"17035","ENSG00000198342.10","ZNF442","protein_coding","chr19",12364906,"-",247,2.4424915,1.01211,5.052228,0.134662,1.581102
"17036","ENSG00000198346.11","ZNF813","protein_coding","chr19",53466733,"+",265,4.5006585,1.131692,8.9116255,0.0676015,2.7890555
"17037","ENSG00000198353.8","HOXC4","protein_coding","chr12",54015931,"+",69,0.0102265,0,0,0,0.0468195
"17038","ENSG00000198354.7","DCAF12L2","protein_coding","chrX",126165290,"-",0,0.012877,0,0,0,0.03567
"17039","ENSG00000198355.5","PIM3","protein_coding","chr22",49959768,"+",345,25.1151525,20.8492835,23.2018895,2.5441685,19.7634005
"17040","ENSG00000198356.11","GET3","protein_coding","chr19",12736139,"+",223,23.196759,11.68564,29.3146105,2.397101,7.723685
"17041","ENSG00000198358.4","AL354714.1","lncRNA","chr1",160931465,"+",2,1.0548205,0.315814,0.389448,0.043396,2.414315
"17042","ENSG00000198363.18","ASPH","protein_coding","chr8",61713641,"-",343,69.1069105,15.7085105,37.7200205,7.4181235,140.4325035
"17043","ENSG00000198369.10","SPRED2","protein_coding","chr2",65431638,"-",333,8.6302155,5.701157,11.8935865,1.1751545,12.0365245
"17044","ENSG00000198373.12","WWP2","protein_coding","chr16",69761306,"+",309,16.799692,7.6125245,20.9379075,2.5216695,23.5325075
"17045","ENSG00000198380.12","GFPT1","protein_coding","chr2",69386255,"-",347,38.887319,8.6079315,83.5685715,2.080911,25.5603805
"17046","ENSG00000198382.9","UVRAG","protein_coding","chr11",75814210,"+",251,12.8259705,4.370174,15.997967,0.5788175,26.787634
"17047","ENSG00000198390.5","KRTAP13-1","protein_coding","chr21",30395031,"+",0,0,0,0,0,0
"17048","ENSG00000198393.8","ZNF26","protein_coding","chr12",132985365,"+",318,4.283623,0.6589635,6.689593,0.1070255,7.1718385
"17049","ENSG00000198398.2","TMEM207","protein_coding","chr3",190448877,"-",0,0,0,0,0,0
"17050","ENSG00000198399.14","ITSN2","protein_coding","chr2",24359715,"-",300,15.260118,3.664281,25.073872,0.2731315,14.871074
"17051","ENSG00000198400.11","NTRK1","protein_coding","chr1",156814640,"+",53,0.0164395,0.0059275,0,0,0.0709065
"17052","ENSG00000198408.14","OGA","protein_coding","chr10",101817466,"-",283,20.607941,6.8158925,22.1848045,1.1013395,24.0577645
"17053","ENSG00000198417.7","MT1F","protein_coding","chr16",56656731,"+",171,147.3394865,65.0928825,317.129324,10.5559185,53.6559965
"17054","ENSG00000198420.10","TCAF1","protein_coding","chr7",143901199,"-",127,49.9847485,6.599651,82.416653,0.4166475,34.6203675
"17055","ENSG00000198429.10","ZNF69","protein_coding","chr19",11886782,"+",341,9.3514175,3.391901,21.734831,0.318968,7.7750645
"17056","ENSG00000198431.16","TXNRD1","protein_coding","chr12",104214779,"+",126,85.9234735,18.061121,205.009312,1.45266,65.035939
"17057","ENSG00000198435.4","NRARP","protein_coding","chr9",137301272,"-",181,0.2822565,0.173224,0.3837765,0.020607,0.1595915
"17058","ENSG00000198440.9","ZNF583","protein_coding","chr19",56396966,"+",0,2.814846,1.645375,3.521876,0.1542615,2.544942
"17059","ENSG00000198443.6","KRTAP4-1","protein_coding","chr17",41184343,"-",4,0,0,0,0,0
"17060","ENSG00000198445.4","CCT8L2","protein_coding","chr22",16591811,"-",1,0.0032355,0,0,0,0
"17061","ENSG00000198453.13","ZNF568","protein_coding","chr19",36915329,"+",113,2.884509,0.951378,2.2255675,0.2434745,4.9492215
"17062","ENSG00000198454.2","LINC02692","lncRNA","chr9",136968243,"+",48,0,0,0,0,0
"17063","ENSG00000198455.4","ZXDB","protein_coding","chrX",57590652,"+",147,2.812324,1.002032,5.853586,0.035777,2.816588
"17064","ENSG00000198464.14","ZNF480","protein_coding","chr19",52296169,"+",216,6.1066915,2.5895945,12.9828965,0.2173055,4.4959225
"17065","ENSG00000198466.12","ZNF587","protein_coding","chr19",57848859,"+",210,10.2390715,5.5688235,12.329513,2.409641,14.83646
"17066","ENSG00000198467.15","TPM2","protein_coding","chr9",35689057,"-",172,1.1496615,0.0703665,0.111191,0.0331815,0.963123
"17067","ENSG00000198468.9","FLVCR1-DT","lncRNA","chr1",212857127,"-",291,6.63038,6.4871875,10.020395,0.919672,4.7720455
"17068","ENSG00000198471.1","RTP2","protein_coding","chr3",187701558,"-",1,0.011376,0,0,0,0.016051
"17069","ENSG00000198478.8","SH3BGRL2","protein_coding","chr6",79630329,"+",274,16.36204,5.4714445,41.408213,0.1339,8.605174
"17070","ENSG00000198482.13","ZNF808","protein_coding","chr19",52526652,"+",219,3.6033505,1.507202,8.927018,0.1124735,3.852678
"17071","ENSG00000198483.13","ANKRD35","protein_coding","chr1",145884867,"-",48,0.0075755,0.002423,0.0109725,0,0.010734
"17072","ENSG00000198488.10","B3GNT6","protein_coding","chr11",77033398,"+",2,0.163782,0.087705,0,0.0186045,0.2478355
"17073","ENSG00000198491.3","AC007920.1","lncRNA","chr3",187206630,"-",2,0,0,0,0,0
"17074","ENSG00000198492.16","YTHDF2","protein_coding","chr1",28735621,"+",377,31.054195,11.7090275,55.9504365,1.462205,17.5097285
"17075","ENSG00000198496.12","NBR2","lncRNA","chr17",43124551,"+",282,7.145743,3.4849865,7.8787045,0.2647545,10.580855
"17076","ENSG00000198498.10","TMA16","protein_coding","chr4",163493442,"+",363,34.519214,6.363839,57.704629,0.6936875,24.9985295
"17077","ENSG00000198502.6","HLA-DRB5","protein_coding","chr6",32529288,"-",2,0,0,0,0,0
"17078","ENSG00000198513.11","ATL1","protein_coding","chr14",50531509,"+",303,1.2884655,0.5301895,1.334263,0.0714405,2.5808085
"17079","ENSG00000198515.13","CNGA1","protein_coding","chr4",48015673,"-",256,0.247597,0.122149,0.471412,0.004175,0.560734
"17080","ENSG00000198517.10","MAFK","protein_coding","chr7",1529702,"+",231,6.536937,2.378752,7.6278485,0.2221015,3.275957
"17081","ENSG00000198520.12","ARMH1","protein_coding","chr1",44673692,"+",229,0.481766,0.198435,0.0525355,0.0555205,0.6056935
"17082","ENSG00000198521.11","ZNF43","protein_coding","chr19",21851126,"-",96,7.2105375,1.3525055,8.25679,0.1331015,11.8201505
"17083","ENSG00000198522.14","GPN1","protein_coding","chr2",27627247,"+",309,27.220468,8.7091235,60.888227,0.7084385,14.069827
"17084","ENSG00000198523.6","PLN","protein_coding","chr6",118547296,"+",2,0.0838825,0,0.023397,0,0.179518
"17085","ENSG00000198535.5","C2CD4A","protein_coding","chr15",62065977,"+",245,0.5009115,0.180238,0.3944395,0.016893,0.7612015
